VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalExciseTax,TotalSalesPrice,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalesPurchaseRatio
9552,M S WALKER INC,23267,Siduri Pnt Nr 13 Clos Pepe,30.71,46.99,750.0,24,737.04,0.0,0.0,0.0,0.0,55551.82,-737.04,-inf,0.0,0.0
1392,CONSTELLATION BRANDS INC,28260,Nathanson Creek Chard,5.19,9.99,1500.0,142,736.98,59.0,471.40999999999997,13.25,87.89,79528.99,-265.57000000000005,-56.33524957043764,0.4154929577464789,0.6396510081684713
9552,M S WALKER INC,35294,Mionetto Prosecco Brut,3.44,4.99,187.0,214,736.1600000000001,0.0,0.0,0.0,0.0,55551.82,-736.1600000000001,-inf,0.0,0.0
1655,FABRIZIA SPIRITS LLC,4701,Fabrizia Limoncello,12.68,16.99,750.0,58,735.4399999999999,13.0,220.86999999999998,10.24,135.92,1824.89,-514.5699999999999,-232.97414768868566,0.22413793103448276,0.30032361579462635
6355,NICHE W & S,5462,Barenjager Honey Liqueur,14.7,21.99,750.0,50,735.0,17.0,373.83,13.42,351.84,551.21,-361.17,-96.6134339138111,0.34,0.5086122448979592
2000,SOUTHERN WINE & SPIRITS NE,25589,Dalliance Chardonnay,6.62,9.99,750.0,111,734.8199999999999,0.0,0.0,0.0,0.0,19016.59,-734.8199999999999,-inf,0.0,0.0
3252,E & J GALLO WINERY,24029,W Hill Est Cntrl Cst Pnt Nr,10.34,14.99,750.0,71,734.14,3.0,44.97,0.33,44.97,61966.91,-689.17,-1532.5105625972872,0.04225352112676056,0.06125534639169641
10050,Russian Standard Vodka,3062,Russian Standard Platinum,15.62,21.99,750.0,47,734.14,9.0,204.91,7.09,139.94,732.6,-529.23,-258.27436435508275,0.19148936170212766,0.2791157000027243
660,SAZERAC NORTH AMERICA INC.,5606,Montezuma Blue Tequila Liqu,7.19,9.99,1750.0,102,733.38,0.0,0.0,0.0,0.0,17932.33,-733.38,-inf,0.0,0.0
12546,JIM BEAM BRANDS COMPANY,2159,Connemara Irish Whiskey,30.53,39.99,750.0,24,732.72,0.0,0.0,0.0,0.0,123880.97,-732.72,-inf,0.0,0.0
8892,TRINCHERO FAMILY ESTATES,13958,Charles & Charles Red,7.18,11.99,750.0,102,732.36,1.0,11.99,0.11,11.99,11595.97,-720.37,-6008.0900750625515,0.00980392156862745,0.01637172975039598
8673,STE MICHELLE WINE ESTATES,14972,Nicolas Feuillatte Brut,21.47,32.99,750.0,34,729.98,0.0,0.0,0.0,0.0,15919.7,-729.98,-inf,0.0,0.0
9165,ULTRA BEVERAGE COMPANY LLP,33581,Masi Modello Delle Venezie,6.75,10.99,750.0,108,729.0,0.0,0.0,0.0,0.0,68054.7,-729.0,-inf,0.0,0.0
12546,JIM BEAM BRANDS COMPANY,1373,Jim Beam Honey,10.36,16.99,750.0,70,725.1999999999999,72.0,1045.28,56.73,581.6,123880.97,320.08000000000004,30.621460278585648,1.0285714285714285,1.4413678985107556
9165,ULTRA BEVERAGE COMPANY LLP,32479,Danzante Del Vnzi Pnt Grigio,6.75,9.99,750.0,107,722.25,6.0,65.94,0.66,65.94,68054.7,-656.31,-995.3139217470427,0.056074766355140186,0.09129802699896157
17035,PERNOD RICARD USA,100,Chivas Royal Salute,120.29,159.99,750.0,6,721.74,0.0,0.0,0.0,0.0,123780.22,-721.74,-inf,0.0,0.0
3252,E & J GALLO WINERY,39593,Redwood Creek Pnt Nr Cal,6.33,9.99,1500.0,114,721.62,50.0,499.5,11.19,299.7,61966.91,-222.12,-44.46846846846847,0.43859649122807015,0.6921925667248691
9815,WINE GROUP INC,8110,Tribuno Dry Vermouth,6.56,8.99,1500.0,110,721.6,15.0,134.85,23.560000000000002,116.87,27100.41,-586.75,-435.1130886169819,0.13636363636363635,0.18687638580931262
4425,MARTIGNETTI COMPANIES,6249,Rodney Strong Chard,7.84,11.99,750.0,92,721.28,12.0,167.88,1.33,125.91,144929.24,-553.4,-329.6402192041935,0.13043478260869565,0.23275288376220055
10754,PERFECTA WINES,25650,Long Barn Chardonnay,6.49,9.99,750.0,111,720.39,0.0,0.0,0.0,0.0,28720.52,-720.39,-inf,0.0,0.0
9165,ULTRA BEVERAGE COMPANY LLP,4283,Hochstadter's Slow and Low,13.84,20.99,750.0,52,719.6800000000001,16.0,303.84,12.61,227.88,68054.7,-415.8400000000001,-136.8615060558189,0.3076923076923077,0.42218763895064465
9552,M S WALKER INC,8599,Jenkins Amaretto,4.44,7.99,750.0,162,719.28,23.0,137.77,18.150000000000002,119.80000000000001,55551.82,-581.51,-422.08753719968064,0.1419753086419753,0.19153876098320544
3252,E & J GALLO WINERY,11153,Canyon Rd Chard,5.99,8.99,1500.0,120,718.8,0.0,0.0,0.0,0.0,61966.91,-718.8,-inf,0.0,0.0
7153,PINE STATE TRADING CO,20729,Villa Jolanda Peach Moscato,5.99,8.99,750.0,120,718.8,7.0,76.93,0.78,43.96,15884.82,-641.8699999999999,-834.3559079682826,0.058333333333333334,0.10702559821925432
3089,SIDNEY FRANK IMPORTING CO,7224,Jagermeister Spice,11.59,15.99,750.0,62,718.58,25.0,399.75,19.7,287.82,8549.55,-318.83000000000004,-79.75734834271421,0.4032258064516129,0.5563054913857886
1392,CONSTELLATION BRANDS INC,22899,Simi Svgn Bl,6.53,14.99,750.0,110,718.3,3.0,53.97,0.33,35.98,79528.99,-664.3299999999999,-1230.924587733926,0.02727272727272727,0.07513573715717667
4425,MARTIGNETTI COMPANIES,6687,Hedges Red Columbia Vly,10.06,14.99,750.0,71,714.26,7.0,111.93,0.77,79.95,144929.24,-602.3299999999999,-538.1309747163405,0.09859154929577464,0.1567076414750931
10754,PERFECTA WINES,42422,Firesteed Pnt Nr Ore,7.84,15.99,750.0,91,713.44,3.0,59.97,0.33,59.97,28720.52,-653.47,-1089.6614974153745,0.03296703296703297,0.08405752410854452
1392,CONSTELLATION BRANDS INC,6183,Clos du Bois Svgn Bl N Cst,5.99,8.99,750.0,119,712.81,11.0,138.89,1.23,73.94,79528.99,-573.92,-413.21909424724606,0.09243697478991597,0.19484855711900786
90024,VINILANDIA USA,23635,Tortoise Creek Rose le Charm,8.1,13.99,750.0,88,712.8,0.0,0.0,0.0,0.0,2802.64,-712.8,-inf,0.0,0.0
1392,CONSTELLATION BRANDS INC,15892,Red Guitar Sangria,3.37,4.99,750.0,211,711.0699999999999,18.0,107.82000000000001,2.0,65.89,79528.99,-603.2499999999999,-559.4973103320348,0.08530805687203792,0.15163064114644131
3252,E & J GALLO WINERY,7262,Gallo Sweet Vermouth,3.59,5.49,750.0,198,710.8199999999999,27.0,148.23000000000002,2.98,120.78,61966.91,-562.5899999999999,-379.5385549483909,0.13636363636363635,0.2085338060268423
8352,LUXCO INC,8535,Arrow Peppermint Schnapps,3.7,4.99,375.0,192,710.4,6.0,28.94,2.34,28.94,10261.6,-681.4599999999999,-2354.7339322736693,0.03125,0.04073761261261261
3252,E & J GALLO WINERY,7718,Andre Pink,3.68,5.99,750.0,193,710.2399999999999,25.0,149.75,2.79,77.87,61966.91,-560.4899999999999,-374.28380634390646,0.12953367875647667,0.21084422167154768
7153,PINE STATE TRADING CO,44228,Clean Slate Rsl Mosel,5.59,10.99,750.0,127,709.93,83.0,995.1700000000001,9.27,335.72,15884.82,285.2400000000001,28.662439583186806,0.6535433070866141,1.4017860915864946
4425,MARTIGNETTI COMPANIES,21341,Essenciel Paradis Prvnc Rose,8.55,12.99,750.0,83,709.65,1.0,14.99,0.11,14.99,144929.24,-694.66,-4634.156104069379,0.012048192771084338,0.02112308884661453
1273,CALEDONIA SPIRITS INC,2192,Caledonia Barr Hill Gin VAP,37.31,49.99,375.0,19,708.8900000000001,0.0,0.0,0.0,0.0,1319.77,-708.8900000000001,-inf,0.0,0.0
1392,CONSTELLATION BRANDS INC,44452,Ravenswood Zen of Zin Znfdl,6.49,10.99,750.0,109,707.41,7.0,76.93,0.78,43.96,79528.99,-630.48,-819.550240478357,0.06422018348623854,0.10874881610381534
9165,ULTRA BEVERAGE COMPANY LLP,3409,Crystal Head Vodka,32.14,44.99,750.0,22,707.08,10.0,459.90000000000003,7.880000000000001,367.92,68054.7,-247.18,-53.74646662317895,0.45454545454545453,0.650421451603779
7153,PINE STATE TRADING CO,3204,Twenty 2 Vodka,15.71,21.99,750.0,45,706.95,11.0,230.89000000000001,8.66,41.98,15884.82,-476.06000000000006,-206.18476330720256,0.24444444444444444,0.32660018388853523
9165,ULTRA BEVERAGE COMPANY LLP,680,Midnight Moon Strawberry,13.86,18.99,750.0,51,706.86,6.0,119.94,4.74,119.94,68054.7,-586.9200000000001,-489.3446723361682,0.11764705882352941,0.16967999320940497
10000,MAJESTIC FINE WINES,17168,Kendall Jackson Vntrs Rsl Rs,5.99,9.99,750.0,118,706.8199999999999,9.0,107.91,0.99,83.93,17587.59,-598.91,-555.0088036326568,0.07627118644067797,0.15266970374352737
3960,DIAGEO NORTH AMERICA INC,4736,Capt Morgan Spiced Rum,2.14,2.99,100.0,330,706.2,38.0,113.62,3.9699999999999998,47.84,257032.07,-592.58,-521.5455025523676,0.11515151515151516,0.16088926649674312
17035,PERNOD RICARD USA,25557,Kenwood Cab Svgn Sonoma,9.8,14.99,750.0,72,705.5999999999999,0.0,0.0,0.0,0.0,123780.22,-705.5999999999999,-inf,0.0,0.0
2000,SOUTHERN WINE & SPIRITS NE,18423,F Coppola Diamond Red,9.93,17.99,750.0,71,705.03,3.0,44.97,0.33,44.97,19016.59,-660.06,-1467.778519012675,0.04225352112676056,0.06378451980766776
9815,WINE GROUP INC,6523,Franzia Burgundy Tap Red,10.06,14.99,5000.0,70,704.2,19.0,339.80999999999995,14.25,321.82,27100.41,-364.3900000000001,-107.23345398899389,0.2714285714285714,0.48254757171258156
3252,E & J GALLO WINERY,19376,The Naked Grape Pnt Grigio,11.91,17.99,3000.0,59,702.6899999999999,7.0,111.93,3.15,95.94,61966.91,-590.76,-527.7941570624497,0.11864406779661017,0.15928787943474365
8892,TRINCHERO FAMILY ESTATES,20483,Joel Gott Pnt Nr,11.91,18.99,750.0,59,702.6899999999999,2.0,35.98,0.22,35.98,11595.97,-666.7099999999999,-1853.0016675931072,0.03389830508474576,0.05120323328921715
9815,WINE GROUP INC,43292,Fish Eye Pnt Grigio,6.49,10.99,1500.0,108,700.92,19.0,189.81,4.25,69.93,27100.41,-511.10999999999996,-269.2745376955903,0.17592592592592593,0.2708012326656395
4950,LATITUDE BEVERAGE COMPANY,16749,Ninety+Cellars Lot 50 Prosco,7.53,10.99,750.0,93,700.29,0.0,0.0,0.0,0.0,1610.0,-700.29,-inf,0.0,0.0
9165,ULTRA BEVERAGE COMPANY LLP,24686,Barco Negro Douro,5.51,7.99,750.0,127,699.77,33.0,263.67,3.67,135.83,68054.7,-436.09999999999997,-165.39613911328553,0.25984251968503935,0.3767952327193221
7153,PINE STATE TRADING CO,11196,Angelini Pnt Grigio Veneto,5.88,10.99,750.0,119,699.72,22.0,219.78,2.43,159.84,15884.82,-479.94000000000005,-218.37291837291838,0.18487394957983194,0.31409706739838794
516,BANFI PRODUCTS CORP,8678,Banfi Chianti Clsc RSV,9.32,15.99,750.0,75,699.0,11.0,186.89,1.21,169.89999999999998,8510.41,-512.11,-274.01680132698385,0.14666666666666667,0.2673676680972818
3252,E & J GALLO WINERY,5381,E&J Peach Brandy,0.73,0.99,50.0,957,698.6099999999999,66.0,65.34,3.4,27.72,61966.91,-633.2699999999999,-969.191919191919,0.06896551724137931,0.09352857817666511
9165,ULTRA BEVERAGE COMPANY LLP,6980,Midnight Moon Blueberry,13.96,18.99,750.0,50,698.0,8.0,159.92,6.32,159.92,68054.7,-538.08,-336.46823411705856,0.16,0.22911174785100286
3252,E & J GALLO WINERY,25808,Edna Valley Chard,7.84,11.99,750.0,89,697.76,10.0,119.9,1.1,83.93,61966.91,-577.86,-481.95162635529607,0.11235955056179775,0.1718355881678514
9815,WINE GROUP INC,23516,Chloe Pnt Nr,7.58,12.99,750.0,92,697.3599999999999,0.0,0.0,0.0,0.0,27100.41,-697.3599999999999,-inf,0.0,0.0
3252,E & J GALLO WINERY,39254,Las Rocas Garnacha San Alej,6.9,10.99,750.0,101,696.9,5.0,59.95,0.55,47.96,61966.91,-636.9499999999999,-1062.4687239366137,0.04950495049504951,0.08602381977328168
17035,PERNOD RICARD USA,23270,Campo Viejo Gr Cava Brut Rsv,6.7,9.99,750.0,104,696.8000000000001,6.0,59.94,0.67,29.97,123780.22,-636.8600000000001,-1062.495829162496,0.057692307692307696,0.08602181400688862
2242,DELICATO VINEYARDS INC,42462,Gnarly Head Old Vine Znfdl,6.89,9.99,750.0,101,695.8900000000001,35.0,346.53000000000003,3.9,198.76,7982.65,-349.36000000000007,-100.8166681095432,0.3465346534653465,0.4979666326574602
9165,ULTRA BEVERAGE COMPANY LLP,3394,Blue Nectar Silver Tequila,28.98,39.99,750.0,24,695.52,0.0,0.0,0.0,0.0,68054.7,-695.52,-inf,0.0,0.0
3252,E & J GALLO WINERY,21232,Barefoot Bubbly Prosecco,6.62,9.99,750.0,105,695.1,9.0,89.91,1.01,39.96,61966.91,-605.19,-673.1064397731064,0.08571428571428572,0.1293482952093224
8112,MOET HENNESSY USA INC,3640,Belvedere Cytrus Vodka,16.54,22.99,750.0,42,694.68,9.0,179.91,7.09,39.98,48347.26,-514.77,-286.12639653159914,0.21428571428571427,0.2589825531179824
4380,CHARLES JACQUIN ET CIE INC,6717,Dream Catcher Irish Liqueur,16.53,21.99,750.0,42,694.26,0.0,0.0,0.0,0.0,1675.39,-694.26,-inf,0.0,0.0
8112,MOET HENNESSY USA INC,5492,Grand Marnier Cuvee du Cent,115.38,149.99,750.0,6,692.28,0.0,0.0,0.0,0.0,48347.26,-692.28,-inf,0.0,0.0
9819,TREASURY WINE ESTATES,16837,Beringer Classic Pink Moscat,3.42,5.99,750.0,202,690.84,9.0,61.910000000000004,0.99,54.92,14836.57,-628.9300000000001,-1015.8778872556938,0.04455445544554455,0.08961554050141857
3252,E & J GALLO WINERY,10296,Alamos Slcn Malbec Mendoza,9.73,15.99,750.0,71,690.83,10.0,154.9,1.1,139.41,61966.91,-535.9300000000001,-345.98450613298905,0.14084507042253522,0.22422303605807506
10754,PERFECTA WINES,15168,Durigutti Malbec Mendoza,9.73,14.99,750.0,71,690.83,6.0,89.94,0.66,74.95,28720.52,-600.8900000000001,-668.1009561930176,0.08450704225352113,0.13019121925799398
9552,M S WALKER INC,2214,James E Pepper Bourbon,21.58,29.99,750.0,32,690.56,1.0,33.99,0.79,33.99,55551.82,-656.5699999999999,-1931.6563695204468,0.03125,0.049220922150139026
3960,DIAGEO NORTH AMERICA INC,825,Johnnie Walker Black Label,29.99,41.99,1000.0,23,689.77,19.0,797.8100000000001,19.95,251.94,257032.07,108.04000000000008,13.542071420513665,0.8260869565217391,1.1566319207851894
8004,SAZERAC CO INC,2630,Old Pulteney Single Malt Sc,29.91,37.99,750.0,23,687.9300000000001,0.0,0.0,0.0,0.0,50293.62,-687.9300000000001,-inf,0.0,0.0
3960,DIAGEO NORTH AMERICA INC,7077,Smirnoff Strawberry Vodka,0.74,0.99,50.0,928,686.72,0.0,0.0,0.0,0.0,257032.07,-686.72,-inf,0.0,0.0
1128,BROWN-FORMAN CORP,30735,Sonoma-Cutrer Cutrer V Chard,19.07,28.99,750.0,36,686.52,0.0,0.0,0.0,0.0,68601.68,-686.52,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,45035,Hess Clctn 19 Block Cuvee,22.87,35.99,750.0,30,686.1,0.0,0.0,0.0,0.0,144929.24,-686.1,-inf,0.0,0.0
3664,WILLIAM GRANT & SONS INC,5707,Art in the Age Rhubarb Tea,21.42,32.99,750.0,32,685.44,2.0,65.98,1.58,65.98,30234.420000000002,-619.46,-938.8602606850561,0.0625,0.0962593370681606
4692,KOBRAND CORPORATION,28122,Dom Carneros Pnt Nr Napa Vly,14.28,22.99,750.0,48,685.44,0.0,0.0,0.0,0.0,9139.38,-685.44,-inf,0.0,0.0
3252,E & J GALLO WINERY,15264,Bridlewood Cab Svgn,9.52,13.99,750.0,72,685.4399999999999,5.0,69.95,0.55,69.95,61966.91,-615.4899999999999,-879.8999285203715,0.06944444444444445,0.10205123716153129
3924,HEAVEN HILL DISTILLERIES,9160,Deep Eddy Peach Vodka,0.72,0.99,50.0,951,684.72,0.0,0.0,0.0,0.0,14069.87,-684.72,-inf,0.0,0.0
6785,PALM BAY INTERNATIONAL INC,25603,Verrazzano Chianti Clsc,11.4,17.99,750.0,60,684.0,8.0,143.92,0.9,17.99,13605.41,-540.08,-375.26403557531967,0.13333333333333333,0.21040935672514618
9815,WINE GROUP INC,18010,Cocobon Red,3.92,5.99,750.0,174,682.08,5.0,34.95,0.55,34.95,27100.41,-647.13,-1851.5879828326179,0.028735632183908046,0.051240323715693176
9165,ULTRA BEVERAGE COMPANY LLP,25757,Stonehedge Meritage 13 Napa,11.36,17.49,750.0,60,681.6,0.0,0.0,0.0,0.0,68054.7,-681.6,-inf,0.0,0.0
6213,MHW LTD,4804,Rhum Barbancourt RSV Special,12.14,16.99,750.0,56,679.84,6.0,119.94,4.74,119.94,9621.58,-559.9000000000001,-466.81674170418546,0.10714285714285714,0.17642386443869146
17035,PERNOD RICARD USA,8096,Beefeater Gin,1.54,1.99,50.0,441,679.14,18.0,35.82,0.93,15.92,123780.22,-643.3199999999999,-1795.9798994974872,0.04081632653061224,0.05274317519215479
7153,PINE STATE TRADING CO,20731,Villa Jolanda Strwby Moscato,5.95,8.99,750.0,114,678.3000000000001,18.0,197.82,2.0,142.87,15884.82,-480.4800000000001,-242.8874734607219,0.15789473684210525,0.29164086687306495
12546,JIM BEAM BRANDS COMPANY,2464,Pinnacle Gin,11.1,18.99,1750.0,61,677.0999999999999,0.0,0.0,0.0,0.0,123880.97,-677.0999999999999,-inf,0.0,0.0
9165,ULTRA BEVERAGE COMPANY LLP,2230,Egan's Single Malt Irish Wh,37.59,49.99,750.0,18,676.62,2.0,99.98,1.58,99.98,68054.7,-576.64,-576.7553510702139,0.1111111111111111,0.14776388519405279
90058,ZORVINO VINEYARDS,19557,Zorvino Fragole Z Strawberry,9.39,13.99,750.0,72,676.08,1.0,13.99,0.11,13.99,448.68,-662.09,-4732.594710507506,0.013888888888888888,0.020692817418057032
12546,JIM BEAM BRANDS COMPANY,2839,Ardmore Legacy Single Malt,27.0,39.99,750.0,25,675.0,2.0,73.98,1.58,73.98,123880.97,-601.02,-812.4087591240876,0.08,0.1096
9165,ULTRA BEVERAGE COMPANY LLP,46788,Oops Cheeky Little Svgn Bl,5.62,8.99,750.0,120,674.4,3.0,23.97,0.33,23.97,68054.7,-650.43,-2713.5168961201502,0.025,0.03554270462633452
9165,ULTRA BEVERAGE COMPANY LLP,24151,Mas Janeil Cotes Roussillon,7.33,10.99,750.0,92,674.3599999999999,22.0,241.78,2.43,175.84,68054.7,-432.5799999999999,-178.91471585739097,0.2391304347826087,0.3585325345512783
653,STATE WINE & SPIRITS,2059,Backbone Blended Bourbon,24.08,37.99,750.0,28,674.24,0.0,0.0,0.0,0.0,8014.9800000000005,-674.24,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,23129,Sensi 18K Prosecco,12.24,19.99,750.0,55,673.1999999999999,0.0,0.0,0.0,0.0,144929.24,-673.1999999999999,-inf,0.0,0.0
6785,PALM BAY INTERNATIONAL INC,6658,Ch de la Chaize Brouilly,11.03,15.99,750.0,61,672.83,0.0,0.0,0.0,0.0,13605.41,-672.83,-inf,0.0,0.0
17035,PERNOD RICARD USA,1339,The Glenlivet 12 Yr Single,35.38,47.99,1000.0,19,672.22,14.0,645.86,14.7,369.92,123780.22,-26.360000000000014,-4.081379865605552,0.7368421052631579,0.9607866472285859
12546,JIM BEAM BRANDS COMPANY,4625,Courvoisier XO Cognac,111.99,139.99,750.0,6,671.94,0.0,0.0,0.0,0.0,123880.97,-671.94,-inf,0.0,0.0
480,BACARDI USA INC,5318,Benedictine Liqueur Dom,18.65,28.99,750.0,36,671.4000000000001,3.0,86.97,2.37,86.97,89286.27,-584.4300000000001,-671.990341497068,0.08333333333333333,0.12953529937444144
3252,E & J GALLO WINERY,36623,Talbott Sleepy Hollow Chard,19.72,28.99,750.0,34,670.48,0.0,0.0,0.0,0.0,61966.91,-670.48,-inf,0.0,0.0
3252,E & J GALLO WINERY,44041,Bella Sera Pinot Noir Delle,7.61,12.99,1500.0,88,669.68,6.0,68.94,1.34,45.96,61966.91,-600.74,-871.3954163040326,0.06818181818181818,0.1029446900011946
4425,MARTIGNETTI COMPANIES,41970,Troublemaker Red,8.81,15.99,750.0,76,669.56,10.0,159.9,1.12,79.95,144929.24,-509.65999999999997,-318.7367104440275,0.13157894736842105,0.23881354919648728
17035,PERNOD RICARD USA,5776,Malibu Black,16.29,21.99,1750.0,41,667.89,10.0,219.89999999999998,18.39,197.91,123780.22,-447.99,-203.72442019099591,0.24390243902439024,0.329245833894803
17031,FLAG HILL WINERY & VINEYARD,5681,Josiah Bartlett Apple Brandy,23.8,29.99,750.0,28,666.4000000000001,0.0,0.0,0.0,0.0,1573.31,-666.4000000000001,-inf,0.0,0.0
6213,MHW LTD,3279,Double Cross Vodka,22.21,29.99,750.0,30,666.3,0.0,0.0,0.0,0.0,9621.58,-666.3,-inf,0.0,0.0
3960,DIAGEO NORTH AMERICA INC,3458,Ciroc Amaretto Vodka,15.14,19.99,750.0,44,666.1600000000001,21.0,419.78999999999996,16.56,259.87,257032.07,-246.37000000000012,-58.688868243645665,0.4772727272727273,0.6301639245826827
9552,M S WALKER INC,27042,Luna di Luna Chard/Pnt Grigo,6.53,9.99,750.0,102,666.06,24.0,287.76,2.67,119.9,55551.82,-378.29999999999995,-131.46371976647205,0.23529411764705882,0.43203315016665167
12546,JIM BEAM BRANDS COMPANY,4195,Calico Jack Spiced Rum No 94,8.65,10.99,750.0,77,666.05,33.0,362.67,26.01,296.73,123880.97,-303.37999999999994,-83.65180467091294,0.42857142857142855,0.5445086705202313
2000,SOUTHERN WINE & SPIRITS NE,25046,Bully Hill Love My Goat Rd,5.55,8.99,750.0,120,666.0,12.0,131.88,1.33,98.91,19016.59,-534.12,-405.0045495905369,0.1,0.19801801801801802
6215,MOONLIGHT MEADERY,17349,Moonlight Meadery Desire,9.65,13.99,375.0,69,665.85,5.0,69.95,0.3,69.95,365.61,-595.9,-851.8942101501071,0.07246376811594203,0.10505369077119471
480,BACARDI USA INC,40175,M & R Asti 4 Pak,8.21,11.99,187.0,81,665.01,3.0,35.97,0.09,35.97,89286.27,-629.04,-1748.790658882402,0.037037037037037035,0.054089412189290385
1392,CONSTELLATION BRANDS INC,7254,Cribari Marsala,5.36,7.99,750.0,124,664.64,72.0,575.28,8.0,303.62,79528.99,-89.36000000000001,-15.533305520789881,0.5806451612903226,0.8655512758786711
8892,TRINCHERO FAMILY ESTATES,15356,Seaglass Pnt Nr,6.45,9.99,750.0,103,664.35,4.0,39.96,0.44,39.96,11595.97,-624.39,-1562.5375375375374,0.038834951456310676,0.060149017836983516
480,BACARDI USA INC,7982,M & R Sweet Vermouth,3.95,7.49,750.0,168,663.6,50.0,374.5,39.410000000000004,307.09000000000003,89286.27,-289.1,-77.19626168224299,0.2976190476190476,0.5643459915611814
3252,E & J GALLO WINERY,18857,Barefoot Refresh Crisp White,4.02,5.99,750.0,165,663.3000000000001,8.0,47.92,0.89,23.96,61966.91,-615.3800000000001,-1284.1819699499167,0.048484848484848485,0.0722448364239409
12546,JIM BEAM BRANDS COMPANY,8298,Skinnygirl Grapefruit Marg,7.8,9.99,750.0,85,663.0,6.0,65.94,4.73,32.97,123880.97,-597.06,-905.459508644222,0.07058823529411765,0.09945701357466064
9165,ULTRA BEVERAGE COMPANY LLP,10626,MezzaCorona Pnt Nr,7.53,10.99,1500.0,88,662.64,27.0,296.73,5.98,252.77,68054.7,-365.90999999999997,-123.3141239510666,0.3068181818181818,0.4477997102499095
10754,PERFECTA WINES,24165,Enzo Boglietti Brl Case Nere,55.19,84.99,750.0,12,662.28,0.0,0.0,0.0,0.0,28720.52,-662.28,-inf,0.0,0.0
7239,REMY COINTREAU USA INC,758,Cointreau Liqueur,28.77,39.99,1000.0,23,661.71,17.0,679.83,17.85,479.88,16978.67,18.120000000000005,2.665372225409294,0.7391304347826086,1.0273835970440224
3252,E & J GALLO WINERY,8036,Livingston Chablis Cal,8.27,11.99,3000.0,80,661.5999999999999,35.0,419.65,15.75,227.81,61966.91,-241.94999999999993,-57.65518884784938,0.4375,0.6342956469165659
7153,PINE STATE TRADING CO,10453,Line 39 Svgn Bl Lake County,5.29,9.99,750.0,125,661.25,28.0,279.72,3.12,99.9,15884.82,-381.53,-136.39711139711136,0.224,0.4230170132325142
1587,VINEYARD BRANDS INC,8016,La Vieille Ferme Wh Rhone,4.79,6.99,750.0,138,661.02,50.0,349.5,5.58,125.82000000000001,6070.09,-311.52,-89.13304721030042,0.36231884057971014,0.5287283289461742
4425,MARTIGNETTI COMPANIES,26499,Ch Gassier Espirit CdProvenc,12.24,17.99,750.0,54,660.96,0.0,0.0,0.0,0.0,144929.24,-660.96,-inf,0.0,0.0
9165,ULTRA BEVERAGE COMPANY LLP,515,Hirsch Selection Bourbon,25.36,35.99,750.0,26,659.36,0.0,0.0,0.0,0.0,68054.7,-659.36,-inf,0.0,0.0
3252,E & J GALLO WINERY,31787,Peter Vella Merlot Calif B/B,10.8,15.99,5000.0,61,658.8000000000001,6.0,101.94,4.5,84.94999999999999,61966.91,-556.8600000000001,-546.2625073572691,0.09836065573770492,0.154735883424408
4425,MARTIGNETTI COMPANIES,19814,Rodney Strong Charlottes Svg,8.9,12.99,750.0,74,658.6,5.0,74.95,0.56,44.97,144929.24,-583.65,-778.7191460973982,0.06756756756756757,0.11380200425144245
6785,PALM BAY INTERNATIONAL INC,33334,Cavit Pinot Grigio Delle Ve,6.2,8.99,187.0,106,657.2,9.0,80.91,0.26,26.97,13605.41,-576.2900000000001,-712.2605363984676,0.08490566037735849,0.1231132075471698
9165,ULTRA BEVERAGE COMPANY LLP,2734,Nikka Pure Malt whiskey,54.75,68.99,750.0,12,657.0,2.0,137.98,1.58,137.98,68054.7,-519.02,-376.1559646325554,0.16666666666666666,0.2100152207001522
9165,ULTRA BEVERAGE COMPANY LLP,9092,Junipero Gin,21.89,34.99,750.0,30,656.7,9.0,269.90999999999997,7.09,59.98,68054.7,-386.7900000000001,-143.30332332999893,0.3,0.41100959342165366
8320,SHAW ROSS INT L IMP LTD,8346,Marques de Riscal Rioja Red,9.93,14.99,750.0,66,655.38,19.0,284.81,2.12,149.9,3151.92,-370.57,-130.1113022716899,0.2878787878787879,0.4345723091946657
9165,ULTRA BEVERAGE COMPANY LLP,19265,Tom Eddy Mt Veeder Cab S Rsv,50.32,79.99,750.0,13,654.16,0.0,0.0,0.0,0.0,68054.7,-654.16,-inf,0.0,0.0
7245,PROXIMO SPIRITS INC.,585,1800 Reposado Gold Tequila,22.55,29.99,1000.0,29,653.95,4.0,119.96,4.2,59.98,38994.78,-533.99,-445.1400466822275,0.13793103448275862,0.18343910084868872
4425,MARTIGNETTI COMPANIES,10239,Cannonball Cab Svgn Cal,9.08,14.99,750.0,72,653.76,1.0,14.99,0.11,14.99,144929.24,-638.77,-4261.307538358906,0.013888888888888888,0.0229289035731767
9815,WINE GROUP INC,6974,Benziger Cab Svgn Sonoma,9.08,18.99,750.0,72,653.76,1.0,16.99,0.11,16.99,27100.41,-636.77,-3747.9105356091823,0.013888888888888888,0.025988130200685265
