VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalExciseTax,TotalSalesPrice,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalesPurchaseRatio
90024,VINILANDIA USA,13225,Alphonse Dolly Sancerre Cvee,13.6,22.99,750.0,48,652.8,1.0,22.99,0.11,22.99,2802.64,-629.81,-2739.495432796868,0.020833333333333332,0.03521752450980392
3252,E & J GALLO WINERY,44148,Polka Dot Rsl Pfalz,4.66,6.99,750.0,140,652.4,2.0,13.98,0.22,13.98,61966.91,-638.42,-4566.666666666666,0.014285714285714285,0.02142857142857143
3252,E & J GALLO WINERY,13744,W Hill Est Chard Cntrl Cst,6.03,8.99,750.0,108,651.24,4.0,35.96,0.44,35.96,61966.91,-615.28,-1711.0122358175752,0.037037037037037035,0.05521773846815306
4425,MARTIGNETTI COMPANIES,35375,Hess Allomi Cab Svgn,19.73,31.99,750.0,33,651.0899999999999,1.0,31.99,0.11,31.99,144929.24,-619.0999999999999,-1935.2922788371366,0.030303030303030304,0.049132992366646706
3664,WILLIAM GRANT & SONS INC,2247,Balvenie Portwood 21 Yr Sin,162.69,219.99,750.0,4,650.76,0.0,0.0,0.0,0.0,30234.420000000002,-650.76,-inf,0.0,0.0
9552,M S WALKER INC,25517,Match Book Lake Cnty Cab Svg,9.86,17.99,750.0,66,650.76,0.0,0.0,0.0,0.0,55551.82,-650.76,-inf,0.0,0.0
10754,PERFECTA WINES,33731,Hopler Gruner Veltliner,7.48,12.99,750.0,87,650.76,7.0,90.93,0.78,51.96,28720.52,-559.8299999999999,-615.6713955790167,0.08045977011494253,0.13972893232528122
3252,E & J GALLO WINERY,18856,Barefoot Refresh Sweet White,3.92,5.99,750.0,166,650.72,15.0,89.85000000000001,1.66,59.900000000000006,61966.91,-560.87,-624.2292710072343,0.09036144578313253,0.1380778214900418
8892,TRINCHERO FAMILY ESTATES,41033,Menage a Trois White,5.91,8.99,750.0,110,650.1,4.0,39.96,0.44,29.97,11595.97,-610.14,-1526.8768768768768,0.03636363636363636,0.06146746654360868
9552,M S WALKER INC,11460,Freemark Abbey Cab Svgn Napa,27.02,39.99,750.0,24,648.48,1.0,41.99,0.11,41.99,55551.82,-606.49,-1444.3677065968086,0.041666666666666664,0.0647514187021959
11567,CAMPARI AMERICA,8228,Wild Turkey Diamond Annivsry,107.99,134.99,750.0,6,647.94,1.0,134.99,0.79,134.99,20964.81,-512.95,-379.9911104526261,0.16666666666666666,0.20833719171528228
4425,MARTIGNETTI COMPANIES,13060,Peter Michael Belle Cote Cha,53.89,82.99,750.0,12,646.68,0.0,0.0,0.0,0.0,144929.24,-646.68,-inf,0.0,0.0
7245,PROXIMO SPIRITS INC.,8476,1800 Reposado Gold Tequila,8.98,14.49,375.0,72,646.5600000000001,21.0,262.29,8.23,199.84,38994.78,-384.27000000000004,-146.50577604941094,0.2916666666666667,0.40567000742390497
9815,WINE GROUP INC,43450,Fish Eye Pnt Grigio,11.33,16.99,3000.0,57,645.8100000000001,10.0,169.89999999999998,4.5,135.92,27100.41,-475.9100000000001,-280.11183048852274,0.17543859649122806,0.2630804725848159
3924,HEAVEN HILL DISTILLERIES,9109,Deep Eddy Ruby Red Vodka,0.76,0.99,50.0,849,645.24,33.0,32.67,1.72,13.86,14069.87,-612.57,-1875.022956841139,0.038869257950530034,0.0506323228566115
3960,DIAGEO NORTH AMERICA INC,3046,Ciroc Peach Vodka,35.81,47.99,1750.0,18,644.58,2.0,113.98,3.68,113.98,257032.07,-530.6,-465.5202667134585,0.1111111111111111,0.1768283223184089
9165,ULTRA BEVERAGE COMPANY LLP,7728,Great Western X Dry,6.07,8.99,750.0,106,643.4200000000001,2.0,19.98,0.22,19.98,68054.7,-623.44,-3120.3203203203207,0.018867924528301886,0.03105281153834198
8112,MOET HENNESSY USA INC,19271,Veuve Clicquot Rose,53.59,81.99,750.0,12,643.08,0.0,0.0,0.0,0.0,48347.26,-643.08,-inf,0.0,0.0
1587,VINEYARD BRANDS INC,27813,Warre's Warrior Port,9.45,14.99,750.0,68,642.6,6.0,89.94,0.66,74.95,6070.09,-552.6600000000001,-614.4763175450302,0.08823529411764706,0.1399626517273576
3960,DIAGEO NORTH AMERICA INC,3652,Ciroc Pineapple Vodka,37.79,47.99,1750.0,17,642.4300000000001,1.0,56.99,1.84,56.99,257032.07,-585.44,-1027.2679417441657,0.058823529411764705,0.08871005401366686
3252,E & J GALLO WINERY,16394,Ghost Pines Red L Martini,9.03,17.99,750.0,71,641.13,0.0,0.0,0.0,0.0,61966.91,-641.13,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,20700,J Lohr Flume Crossing Svgn B,9.03,13.99,750.0,71,641.13,0.0,0.0,0.0,0.0,144929.24,-641.13,-inf,0.0,0.0
11567,CAMPARI AMERICA,8379,Wild Turkey 101,7.63,9.99,375.0,84,640.9200000000001,17.0,203.83,6.65,167.86,20964.81,-437.09000000000003,-214.4385026737968,0.20238095238095238,0.3180272108843537
4425,MARTIGNETTI COMPANIES,14004,Layer Cake Virgin Chard,8.9,12.99,750.0,72,640.8,1.0,12.99,0.11,12.99,144929.24,-627.81,-4833.025404157043,0.013888888888888888,0.020271535580524348
9552,M S WALKER INC,46476,Tilia Malbec Mendoza,6.89,9.99,750.0,93,640.7700000000001,22.0,219.78,2.44,139.86,55551.82,-420.9900000000001,-191.55064155064161,0.23655913978494625,0.34299358584203377
1392,CONSTELLATION BRANDS INC,12211,Black Box Rsl,11.03,16.99,3000.0,58,639.74,5.0,94.94999999999999,2.25,94.94999999999999,79528.99,-544.79,-573.76513954713,0.08620689655172414,0.148419670491137
1189,BULLY BOY DISTILLERS,2130,Bully Boy American Whiskey,22.05,29.99,750.0,29,639.45,0.0,0.0,0.0,0.0,609.39,-639.45,-inf,0.0,0.0
8352,LUXCO INC,7993,Stock Italian X Dry Vermouth,4.88,6.49,750.0,131,639.28,24.0,155.76,18.94,142.78,10261.6,-483.52,-310.42629686697484,0.183206106870229,0.24364910524339883
4425,MARTIGNETTI COMPANIES,23647,Ponzi Pinot Noir Rose,13.6,19.99,750.0,47,639.2,0.0,0.0,0.0,0.0,144929.24,-639.2,-inf,0.0,0.0
3252,E & J GALLO WINERY,6173,Gallo Fairbanks Red Port,5.51,7.99,1500.0,116,639.1600000000001,53.0,423.47,11.9,231.71,61966.91,-215.69000000000005,-50.9339504569391,0.45689655172413796,0.6625414606671256
3252,E & J GALLO WINERY,7261,Gallo X Dry Vermouth,3.61,5.49,750.0,177,638.97,24.0,131.76,2.65,104.31,61966.91,-507.21000000000004,-384.9499089253188,0.13559322033898305,0.20620686417202683
9815,WINE GROUP INC,16477,Cupcake Angel Food,4.76,7.99,750.0,134,637.84,5.0,39.95,0.55,39.95,27100.41,-597.89,-1496.5957446808509,0.03731343283582089,0.06263326226012793
8112,MOET HENNESSY USA INC,36262,Newton Chard Napa/Sonoma,11.18,19.99,750.0,57,637.26,0.0,0.0,0.0,0.0,48347.26,-637.26,-inf,0.0,0.0
1601,VRANKEN AMERICA,25264,Pommery Falltime Extra Dry C,20.54,32.99,750.0,31,636.74,4.0,131.96,0.44,98.97,1048.97,-504.78,-382.52500757805393,0.12903225806451613,0.2072431447686654
17035,PERNOD RICARD USA,8027,Absolut Mandrin,1.55,1.99,50.0,410,635.5,21.0,41.79,1.08,19.9,123780.22,-593.71,-1420.6987317540083,0.05121951219512195,0.06575924468922109
3252,E & J GALLO WINERY,36620,Talbott Kali Hart Mtry Chard,10.95,16.99,750.0,58,635.1,2.0,33.98,0.22,33.98,61966.91,-601.12,-1769.0406121247793,0.034482758620689655,0.05350338529365454
6785,PALM BAY INTERNATIONAL INC,6572,Ch Greysac,11.76,17.99,750.0,54,635.04,4.0,71.96,0.44,35.98,13605.41,-563.0799999999999,-782.4902723735408,0.07407407407407407,0.11331569664902998
1590,DIAGEO CHATEAU ESTATE WINES,6278,Sterling Svgn Bl,7.55,12.99,750.0,84,634.1999999999999,17.0,237.83,1.8900000000000001,139.9,7259.75,-396.3699999999999,-166.6610604213093,0.20238095238095238,0.3750078839482814
3960,DIAGEO NORTH AMERICA INC,8893,Yukon Jack,12.68,16.99,750.0,50,634.0,39.0,662.6099999999999,30.73,509.69999999999993,257032.07,28.6099999999999,4.3177736526765225,0.78,1.0451261829652996
3924,HEAVEN HILL DISTILLERIES,3162,Burnett's Peach Vodka,0.76,0.99,50.0,834,633.84,116.0,114.84,5.97,53.46,14069.87,-519.0,-451.93312434691745,0.13908872901678657,0.18118137069291934
1590,DIAGEO CHATEAU ESTATE WINES,44234,A by Acacia Pnt Nr Cal,9.45,13.99,750.0,67,633.1500000000001,14.0,251.85999999999999,1.57,53.97,7259.75,-381.2900000000001,-151.3896609227349,0.208955223880597,0.39778883360972905
3252,E & J GALLO WINERY,41786,Ecco Domani Colle Pnt Grigio,5.86,8.49,750.0,108,632.8799999999999,12.0,101.88,1.35,8.49,61966.91,-530.9999999999999,-521.2014134275618,0.1111111111111111,0.1609783845278726
4425,MARTIGNETTI COMPANIES,23660,Chapoutier Bel Cotes Rhn Ros,8.55,12.99,750.0,74,632.6999999999999,0.0,0.0,0.0,0.0,144929.24,-632.6999999999999,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,23143,Bogle Chard,4.65,6.79,750.0,136,632.4000000000001,98.0,979.02,10.91,379.62,144929.24,346.6199999999999,35.404792547649684,0.7205882352941176,1.5481024667931687
4425,MARTIGNETTI COMPANIES,39400,Claret Ramey Napa Valley,26.34,38.99,750.0,24,632.16,0.0,0.0,0.0,0.0,144929.24,-632.16,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,39775,Bogle Svgn Bl Cal,5.84,8.99,750.0,108,630.72,17.0,152.83,1.8900000000000001,71.92,144929.24,-477.89,-312.6938428319047,0.1574074074074074,0.2423103754439371
3252,E & J GALLO WINERY,46381,Ghost Pines Merlot L Martini,9.14,17.99,750.0,69,630.6600000000001,7.0,125.92999999999999,0.77,107.94,61966.91,-504.7300000000001,-400.802032875407,0.10144927536231885,0.19967970063108487
2242,DELICATO VINEYARDS INC,22387,Gnarly Head Authentic Black,6.62,9.99,750.0,95,628.9,37.0,369.63,4.16,59.94,7982.65,-259.27,-70.14311608906203,0.3894736842105263,0.5877404992844649
3960,DIAGEO NORTH AMERICA INC,5815,Godiva Dark Chocolate,15.71,23.99,750.0,40,628.4000000000001,9.0,197.91,7.09,153.92999999999998,257032.07,-430.4900000000001,-217.51806376635852,0.225,0.3149427116486314
3252,E & J GALLO WINERY,2026,Camarena Silver Tequila,14.61,18.99,750.0,43,628.23,18.0,341.82,14.190000000000001,265.85999999999996,61966.91,-286.41,-83.78971388450063,0.4186046511627907,0.5441000907311017
3664,WILLIAM GRANT & SONS INC,1748,William Grant Scotch,10.29,15.99,750.0,61,627.69,26.0,363.74,20.5,293.79,30234.420000000002,-263.95000000000005,-72.56556881288833,0.4262295081967213,0.5794898755755229
1601,VRANKEN AMERICA,26426,Pommery Brut Royale,19.6,32.99,750.0,32,627.2,0.0,0.0,0.0,0.0,1048.97,-627.2,-inf,0.0,0.0
3252,E & J GALLO WINERY,35862,Allegrini Palazzo Della Tor,13.6,19.99,750.0,46,625.5999999999999,14.0,279.85999999999996,1.57,59.97,61966.91,-345.73999999999995,-123.5403415993711,0.30434782608695654,0.447346547314578
9744,FREDERICK WILDMAN & SONS,21233,Cavicchioli Prosecco,7.53,11.99,750.0,83,624.99,29.0,318.71,3.2600000000000002,98.91,3999.93,-306.28000000000003,-96.09990273289199,0.3493975903614458,0.5099441591065457
660,SAZERAC NORTH AMERICA INC.,2149,Canadian Ltd Traveler,5.34,6.99,750.0,117,624.78,36.0,286.64,28.42,270.66,17932.33,-338.14,-117.9667876081496,0.3076923076923077,0.45878549249335765
4425,MARTIGNETTI COMPANIES,37071,Caymus Conundrum White,11.56,16.99,750.0,54,624.24,10.0,229.89999999999998,1.11,137.94,144929.24,-394.34000000000003,-171.52675076120056,0.18518518518518517,0.3682878380110214
8004,SAZERAC CO INC,5134,Dr McGillicuddy's Cherry,10.39,13.99,750.0,60,623.4000000000001,44.0,619.5600000000001,34.67,421.7,50293.62,-3.840000000000032,-0.6197946930079462,0.7333333333333333,0.9938402309913378
480,BACARDI USA INC,802,Bacardi Torched Cherry Rum,7.99,11.99,750.0,78,623.22,17.0,203.83,13.38,143.88,89286.27,-419.39,-205.7547956630525,0.21794871794871795,0.3270594653573377
10754,PERFECTA WINES,14983,Ken Wright Clrs Willa Pnt Nr,17.8,26.99,750.0,35,623.0,0.0,0.0,0.0,0.0,28720.52,-623.0,-inf,0.0,0.0
1128,BROWN-FORMAN CORP,1927,Jack Daniels Barrel Proof,51.84,69.99,750.0,12,622.08,0.0,0.0,0.0,0.0,68601.68,-622.08,-inf,0.0,0.0
9819,TREASURY WINE ESTATES,41251,Beringer Classic Pnt Grigio,3.39,5.99,750.0,183,620.37,37.0,254.63000000000002,4.13,96.86,14836.57,-365.74,-143.6358638023799,0.20218579234972678,0.4104486032528975
1128,BROWN-FORMAN CORP,2518,Woodford Reserve Double Oak,36.49,49.99,750.0,17,620.3299999999999,5.0,274.95,3.95,274.95,68601.68,-345.37999999999994,-125.61556646663028,0.29411764705882354,0.4432318282204633
8920,TAKARA SAKE USA INC,8621,Sho Chiku Bai Takara Sake,4.59,6.29,750.0,135,619.65,21.0,132.09,16.54,88.06,232.99,-487.55999999999995,-369.111969111969,0.15555555555555556,0.2131687242798354
4425,MARTIGNETTI COMPANIES,39979,Little Penguin Chard Ausl,7.84,14.99,1500.0,79,619.36,28.0,335.72,6.25,179.85,144929.24,-283.64,-84.48707256046704,0.35443037974683544,0.5420433996383364
4425,MARTIGNETTI COMPANIES,17756,Cline Cool Climate Pnt Nr,9.8,15.99,750.0,63,617.4,1.0,14.99,0.11,14.99,144929.24,-602.41,-4018.745830553702,0.015873015873015872,0.0242792355037253
4425,MARTIGNETTI COMPANIES,10236,Layer Cake Malbec Mendoza,7.81,14.99,750.0,79,616.99,22.0,329.78000000000003,2.42,299.8,144929.24,-287.21,-87.09139426284189,0.27848101265822783,0.5344981280085577
3960,DIAGEO NORTH AMERICA INC,4363,Capt Morgan Black Spiced Rum,23.73,32.99,1750.0,26,616.98,1.0,32.99,1.84,32.99,257032.07,-583.99,-1770.2030918460139,0.038461538461538464,0.05347012869136763
8892,TRINCHERO FAMILY ESTATES,31971,Trinchero Main St Cab Svgn,5.99,8.99,750.0,103,616.9699999999999,17.0,152.83,1.9100000000000001,53.94,11595.97,-464.1399999999999,-303.6969181443433,0.1650485436893204,0.24771058560383816
12546,JIM BEAM BRANDS COMPANY,3941,Tres Generaciones Reposado,29.36,36.99,750.0,21,616.56,0.0,0.0,0.0,0.0,123880.97,-616.56,-inf,0.0,0.0
3960,DIAGEO NORTH AMERICA INC,3747,Gordons Vodka Traveler,5.18,6.99,750.0,119,616.42,56.0,391.44,44.08,146.79,257032.07,-224.97999999999996,-57.47496423462087,0.47058823529411764,0.6350215761980468
1590,DIAGEO CHATEAU ESTATE WINES,22531,BV Coastal Estate Chard,6.16,8.99,750.0,100,616.0,0.0,0.0,0.0,0.0,7259.75,-616.0,-inf,0.0,0.0
7153,PINE STATE TRADING CO,17073,Tomaiolo Pinot Grigio,6.84,9.99,750.0,90,615.6,15.0,164.85,1.68,32.97,15884.82,-450.75,-273.4303912647862,0.16666666666666666,0.26778752436647174
9552,M S WALKER INC,7017,The Pogues Irish Whiskey,25.59,34.99,750.0,24,614.16,2.0,63.98,1.58,63.98,55551.82,-550.18,-859.9249765551734,0.08333333333333333,0.10417480786765664
12546,JIM BEAM BRANDS COMPANY,5458,After Shock Hot & Cool Cinmn,12.79,15.99,750.0,48,613.92,21.0,335.79,16.55,239.85,123880.97,-278.12999999999994,-82.82855356026086,0.4375,0.5469605160281471
2000,SOUTHERN WINE & SPIRITS NE,26250,Roederer Est Brut,13.63,20.99,750.0,45,613.35,10.0,219.9,1.12,87.96,19016.59,-393.45000000000005,-178.9222373806276,0.2222222222222222,0.35852286622646123
4425,MARTIGNETTI COMPANIES,14194,Caparzo Brnllo di Montalcino,25.5,37.99,750.0,24,612.0,0.0,0.0,0.0,0.0,144929.24,-612.0,-inf,0.0,0.0
9552,M S WALKER INC,36199,Four Vines Naked Chard,8.05,13.99,750.0,76,611.8,4.0,47.96,0.44,35.97,55551.82,-563.8399999999999,-1175.646371976647,0.05263157894736842,0.07839163125204315
8892,TRINCHERO FAMILY ESTATES,37842,Dona Paula Malbec Mendoza,7.74,12.99,750.0,79,611.46,16.0,191.84,1.77,119.9,11595.97,-419.62,-218.7343619683069,0.20253164556962025,0.31374088247800347
4425,MARTIGNETTI COMPANIES,17432,Predator Old Vine Znfdl Lodi,10.34,15.99,750.0,59,610.06,5.0,79.95,0.56,47.97,144929.24,-530.1099999999999,-663.0519074421512,0.0847457627118644,0.13105268334262204
653,STATE WINE & SPIRITS,16761,Dolin Dry White Vermouth,8.84,12.99,750.0,69,609.96,4.0,55.96,0.45,13.99,8014.9800000000005,-554.0,-989.9928520371693,0.057971014492753624,0.09174372089973112
3924,HEAVEN HILL DISTILLERIES,3244,Burnetts Vodka,4.32,5.79,750.0,141,609.12,48.0,325.92,37.84,264.81,14069.87,-283.2,-86.89248895434461,0.3404255319148936,0.5350669818754925
11567,CAMPARI AMERICA,8671,Appleton Est VX Jamaican Rum,14.49,19.99,750.0,42,608.5799999999999,7.0,153.92999999999998,5.53,153.92999999999998,20964.81,-454.65,-295.36152796725787,0.16666666666666666,0.2529330572808834
3960,DIAGEO NORTH AMERICA INC,3510,Smirnoff Light Lemon Sorbet,8.65,10.99,750.0,70,605.5,25.0,254.75,19.71,102.91,257032.07,-350.75,-137.68400392541707,0.35714285714285715,0.42072667217175885
3252,E & J GALLO WINERY,14623,The Naked Grape Pnt Grigio,4.69,6.99,750.0,129,605.01,8.0,55.92,0.88,41.94,61966.91,-549.09,-981.9206008583692,0.06201550387596899,0.09242822432687063
480,BACARDI USA INC,7985,Noilly Prat Extra Dry Vermou,7.46,9.99,1000.0,81,604.26,12.0,119.88,12.600000000000001,109.89,89286.27,-484.38,-404.05405405405406,0.14814814814814814,0.19839142091152814
9815,WINE GROUP INC,31349,Big House Red Cal,4.72,7.99,750.0,128,604.16,30.0,239.7,3.33,151.81,27100.41,-364.46,-152.04839382561534,0.234375,0.3967492055084746
12546,JIM BEAM BRANDS COMPANY,5696,Midori Melon Liqueur,8.39,12.99,375.0,72,604.08,0.0,0.0,0.0,0.0,123880.97,-604.08,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,36087,Ramey Russian River Chard,25.16,37.99,750.0,24,603.84,0.0,0.0,0.0,0.0,144929.24,-603.84,-inf,0.0,0.0
4950,LATITUDE BEVERAGE COMPANY,16877,Ninety+Cellars Lot 53 Cab Sv,6.16,8.99,750.0,98,603.6800000000001,2.0,21.98,0.22,21.98,1610.0,-581.7,-2646.4968152866245,0.02040816326530612,0.03641001855287569
3252,E & J GALLO WINERY,32203,Rancho Zabaco Heritage Znfdl,8.38,12.99,750.0,72,603.36,2.0,27.98,0.22,27.98,61966.91,-575.38,-2056.397426733381,0.027777777777777776,0.046373640944046675
3252,E & J GALLO WINERY,24096,Gallo Copperidge Chard Cal,4.57,6.99,1500.0,132,603.24,0.0,0.0,0.0,0.0,61966.91,-603.24,-inf,0.0,0.0
9819,TREASURY WINE ESTATES,31201,Beringer Fndrs Est Cab Svgn,6.03,8.99,750.0,100,603.0,10.0,119.9,1.11,59.95,14836.57,-483.1,-402.9190992493745,0.1,0.1988391376451078
9165,ULTRA BEVERAGE COMPANY LLP,23878,Love Lane Svgn Bl,8.49,12.99,750.0,71,602.79,0.0,0.0,0.0,0.0,68054.7,-602.79,-inf,0.0,0.0
17035,PERNOD RICARD USA,21055,Sandeman Imperial 20-Yr Taw,24.02,39.99,750.0,25,600.5,8.0,303.92,0.89,151.96,123780.22,-296.58,-97.5848907607265,0.32,0.5061115736885928
9552,M S WALKER INC,26944,Jordan Chard Sonoma,18.18,27.99,750.0,33,599.94,0.0,0.0,0.0,0.0,55551.82,-599.94,-inf,0.0,0.0
12546,JIM BEAM BRANDS COMPANY,8808,Salignac VS Cognac,13.95,19.99,750.0,43,599.85,19.0,345.80999999999995,15.0,327.82,123880.97,-254.04000000000008,-73.46230589051795,0.4418604651162791,0.5764941235308826
11567,CAMPARI AMERICA,4521,Appleton Estate Reserve Rum,16.66,22.99,750.0,36,599.76,2.0,43.98,1.58,43.98,20964.81,-555.78,-1263.7107776261937,0.05555555555555555,0.07332933173269307
9552,M S WALKER INC,4431,Screech Rum,11.1,14.99,750.0,54,599.4,6.0,89.94,4.720000000000001,59.96,55551.82,-509.46,-566.444296197465,0.1111111111111111,0.15005005005005007
1392,CONSTELLATION BRANDS INC,6976,Ruffino Chianti Clsc RSV Tan,12.74,18.99,750.0,47,598.78,5.0,114.94999999999999,0.55,114.94999999999999,79528.99,-483.83,-420.90474119182255,0.10638297872340426,0.1919736798156251
9165,ULTRA BEVERAGE COMPANY LLP,344,Punt e Mes Sweet Vermouth,15.74,19.99,750.0,38,598.12,4.0,79.96,3.16,79.96,68054.7,-518.16,-648.024012006003,0.10526315789473684,0.1336855480505584
3252,E & J GALLO WINERY,35664,Redwood Creek Cab Svgn Cal,6.5,9.99,1500.0,92,598.0,43.0,429.57,9.6,229.77,61966.91,-168.43,-39.208976418278745,0.4673913043478261,0.7183444816053511
9815,WINE GROUP INC,21308,Chloe Pnt Grigio,7.38,12.99,750.0,81,597.78,3.0,38.97,0.33,38.97,27100.41,-558.81,-1433.9491916859122,0.037037037037037035,0.06519120746763023
9552,M S WALKER INC,17707,Smoking Loon Steelbird Chard,4.62,6.79,750.0,129,595.98,18.0,176.62,1.98,136.66,55551.82,-419.36,-237.4363039293398,0.13953488372093023,0.2963522265847847
6785,PALM BAY INTERNATIONAL INC,24779,Straccali Chianti,6.84,9.99,1500.0,87,595.08,101.0,1013.99,22.55,584.42,13605.41,418.90999999999997,41.3130307005,1.160919540229885,1.7039557706526853
8004,SAZERAC CO INC,2157,Canadian Hunter Rye Whiskey,11.02,14.99,1750.0,54,595.08,0.0,0.0,0.0,0.0,50293.62,-595.08,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,14363,Educated Guess Cab Svgn Napa,13.51,20.99,750.0,44,594.44,2.0,45.98,0.22,45.98,144929.24,-548.46,-1192.8229665071772,0.045454545454545456,0.07735011102886749
8004,SAZERAC CO INC,1281,Benchmark Old #8 Bourbon,11.19,14.99,1750.0,53,593.07,26.0,389.74,47.8,284.81,50293.62,-203.33000000000004,-52.170677887822656,0.49056603773584906,0.657156828030418
653,STATE WINE & SPIRITS,20532,Bread & Butter Pnt Nr,8.72,12.99,750.0,68,592.96,0.0,0.0,0.0,0.0,8014.9800000000005,-592.96,-inf,0.0,0.0
4692,KOBRAND CORPORATION,8496,Jadot Chardonnay,11.62,14.99,750.0,51,592.62,2.0,33.98,1.58,33.98,9139.38,-558.64,-1644.0258975868157,0.0392156862745098,0.05733859808983834
4425,MARTIGNETTI COMPANIES,26181,Jaume Serra Cristalino Brut,4.57,8.99,750.0,129,589.53,10.0,119.9,1.12,71.94,144929.24,-469.63,-391.68473728106756,0.07751937984496124,0.20338235543568609
480,BACARDI USA INC,8654,M & R Sweet Vermouth,3.55,5.29,375.0,166,589.3000000000001,23.0,121.67,1.3,68.77,89286.27,-467.63000000000005,-384.3428947152133,0.13855421686746988,0.20646529781096215
8004,SAZERAC CO INC,8057,Corazon de Agave Blanco,18.37,24.99,750.0,32,587.84,3.0,74.97,2.37,74.97,50293.62,-512.87,-684.1003067893824,0.09375,0.12753470332063147
4425,MARTIGNETTI COMPANIES,38528,Seghesio Old Vine Znfdl,25.48,38.99,750.0,23,586.04,0.0,0.0,0.0,0.0,144929.24,-586.04,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,2652,Michter's American Whiskey,32.55,44.99,750.0,18,585.9000000000001,0.0,0.0,0.0,0.0,144929.24,-585.9000000000001,-inf,0.0,0.0
1590,DIAGEO CHATEAU ESTATE WINES,6896,Sterling Merlot,10.1,17.99,750.0,58,585.8,6.0,107.94,0.66,89.94999999999999,7259.75,-477.85999999999996,-442.7089123587177,0.10344827586206896,0.18426083987709116
4425,MARTIGNETTI COMPANIES,450,Vincent Van Gogh Double Esp,19.52,24.99,750.0,30,585.6,2.0,49.98,1.58,49.98,144929.24,-535.62,-1071.668667466987,0.06666666666666667,0.0853483606557377
1392,CONSTELLATION BRANDS INC,32968,Alice White Chard Ausl,6.8,9.99,1500.0,86,584.8,10.0,139.9,2.24,41.97,79528.99,-444.9,-318.012866333095,0.11627906976744186,0.23922708618331057
9165,ULTRA BEVERAGE COMPANY LLP,27596,MezzaCorona Pnt Grigio,5.16,7.89,750.0,113,583.08,47.0,375.53,5.22,207.74,68054.7,-207.55000000000007,-55.268553777328066,0.415929203539823,0.6440454140083692
2242,DELICATO VINEYARDS INC,16428,HandCraft Artisan Coll Chard,6.2,9.99,750.0,94,582.8000000000001,0.0,0.0,0.0,0.0,7982.65,-582.8000000000001,-inf,0.0,0.0
3252,E & J GALLO WINERY,39410,Mirassou Cab Svgn Cal,6.12,8.99,750.0,95,581.4,7.0,69.93,0.77,59.94,61966.91,-511.46999999999997,-731.4028314028313,0.07368421052631578,0.12027863777089785
9552,M S WALKER INC,4362,Ron Virgin Heavy Bodied Rum,6.05,7.99,1000.0,96,580.8,3.0,23.97,3.1500000000000004,15.98,55551.82,-556.8299999999999,-2323.0287859824775,0.03125,0.041270661157024796
3252,E & J GALLO WINERY,22362,Barefoot Bubbly Peach Fusion,6.45,9.99,750.0,90,580.5,8.0,79.92,0.88,59.94,61966.91,-500.58,-626.3513513513514,0.08888888888888889,0.13767441860465116
4425,MARTIGNETTI COMPANIES,21281,Rodney Strong Rsv Alex Vy CS,32.23,48.99,750.0,18,580.14,0.0,0.0,0.0,0.0,144929.24,-580.14,-inf,0.0,0.0
8112,MOET HENNESSY USA INC,43020,Krug Grande Cuvee Brut,96.61,142.99,750.0,6,579.66,0.0,0.0,0.0,0.0,48347.26,-579.66,-inf,0.0,0.0
